 >PIPOBJ: point-in-polyhedron; NX,NY,NZ= 20 41 20 
     8278        1 = NAT, NIN
 1.000000 0.000000 0.000000 = A_1 vector
 0.000000 1.000000 0.000000 = A_2 vector
 1.000000 1.000000 1.000000 = lattice spacings(d_x,d_y,d_z)/d
 0.0 0.0 0.0 = lattice offset x0(1-3) =(x_TF,y_TF,z_TF)/d for dipole 0 0 0
       JA    IX    IY    IZ  ICOMP(x,y,z)
    4229     -2    17    -8     1 1 1
    4230     -2    18    -8     1 1 1
    4231     -2    19    -8     1 1 1
    4232     -2    20    -8     1 1 1
    4233     -2    21    -8     1 1 1
    4234     -2    22    -8     1 1 1
    4235     -2    23    -8     1 1 1
    4236     -2    24    -8     1 1 1
    4237     -2    25    -8     1 1 1
    4238     -2    26    -8     1 1 1
    4239     -1    16    -8     1 1 1
    4240     -1    17    -8     1 1 1
    4241     -1    18    -8     1 1 1
    4242     -1    19    -8     1 1 1
    4243     -1    20    -8     1 1 1
    4244     -1    21    -8     1 1 1
    4245     -1    22    -8     1 1 1
    4246     -1    23    -8     1 1 1
    4247     -1    24    -8     1 1 1
    4248     -1    25    -8     1 1 1
    4249     -1    26    -8     1 1 1
    4250      0    16    -8     1 1 1
    4251      0    17    -8     1 1 1
    4252      0    18    -8     1 1 1
    4253      0    19    -8     1 1 1
    4254      0    20    -8     1 1 1
    4255      0    21    -8     1 1 1
    4256      0    22    -8     1 1 1
    4257      0    23    -8     1 1 1
    4258      0    24    -8     1 1 1
    4259      0    25    -8     1 1 1
    4260      0    26    -8     1 1 1
    4261      1    16    -8     1 1 1
    4262      1    17    -8     1 1 1
    4263      1    18    -8     1 1 1
    4264      1    19    -8     1 1 1
    4265      1    20    -8     1 1 1
    4266      1    21    -8     1 1 1
    4267      1    22    -8     1 1 1
    4268      1    23    -8     1 1 1
    4269      1    24    -8     1 1 1
    4270      1    25    -8     1 1 1
    4271      1    26    -8     1 1 1
    4272      2    16    -8     1 1 1
    4273      2    17    -8     1 1 1
    4274      2    18    -8     1 1 1
    4275      2    19    -8     1 1 1
    4276      2    20    -8     1 1 1
    4277      2    21    -8     1 1 1
    4278      2    22    -8     1 1 1
    4279      2    23    -8     1 1 1
    4280      2    24    -8     1 1 1
    4281      2    25    -8     1 1 1
    4282      2    26    -8     1 1 1
    4283      3    16    -8     1 1 1
    4284      3    17    -8     1 1 1
    4285      3    18    -8     1 1 1
    4286      3    19    -8     1 1 1
    4287      3    20    -8     1 1 1
    4288      3    21    -8     1 1 1
    4289      3    22    -8     1 1 1
    4290      3    23    -8     1 1 1
    4291      3    24    -8     1 1 1
    4292      3    25    -8     1 1 1
    4293      3    26    -8     1 1 1
    4294      4    17    -8     1 1 1
    4295      4    18    -8     1 1 1
    4296      4    19    -8     1 1 1
    4297      4    20    -8     1 1 1
    4298      4    21    -8     1 1 1
    4299      4    22    -8     1 1 1
    4300      4    23    -8     1 1 1
    4301      4    24    -8     1 1 1
    4302      4    25    -8     1 1 1
    4303      5    18    -8     1 1 1
    4304      5    19    -8     1 1 1
    4305      5    20    -8     1 1 1
    4306      5    21    -8     1 1 1
    4307      5    22    -8     1 1 1
    4308      5    23    -8     1 1 1
    4309      5    24    -8     1 1 1
    4310     -7    20    -7     1 1 1
    4311     -7    21    -7     1 1 1
    4312     -7    22    -7     1 1 1
    4313     -6    18    -7     1 1 1
    4314     -6    19    -7     1 1 1
    4315     -6    20    -7     1 1 1
    4316     -6    21    -7     1 1 1
    4317     -6    22    -7     1 1 1
    4318     -6    23    -7     1 1 1
    4319     -6    24    -7     1 1 1
    4320     -5    16    -7     1 1 1
    4321     -5    17    -7     1 1 1
    4322     -5    18    -7     1 1 1
    4323     -5    19    -7     1 1 1
    4324     -5    20    -7     1 1 1
    4325     -5    21    -7     1 1 1
    4326     -5    22    -7     1 1 1
    4327     -5    23    -7     1 1 1
    4328     -5    24    -7     1 1 1
    4329     -5    25    -7     1 1 1
    4330     -5    26    -7     1 1 1
    4331     -4    16    -7     1 1 1
    4332     -4    17    -7     1 1 1
    4333     -4    18    -7     1 1 1
    4334     -4    19    -7     1 1 1
    4335     -4    20    -7     1 1 1
    4336     -4    21    -7     1 1 1
    4337     -4    22    -7     1 1 1
    4338     -4    23    -7     1 1 1
    4339     -4    24    -7     1 1 1
    4340     -4    25    -7     1 1 1
    4341     -4    26    -7     1 1 1
    4342     -3    15    -7     1 1 1
    4343     -3    16    -7     1 1 1
    4344     -3    17    -7     1 1 1
    4345     -3    18    -7     1 1 1
    4346     -3    19    -7     1 1 1
    4347     -3    20    -7     1 1 1
    4348     -3    21    -7     1 1 1
    4349     -3    22    -7     1 1 1
    4350     -3    23    -7     1 1 1
    4351     -3    24    -7     1 1 1
    4352     -3    25    -7     1 1 1
    4353     -3    26    -7     1 1 1
    4354     -3    27    -7     1 1 1
    4355     -2    15    -7     1 1 1
    4356     -2    16    -7     1 1 1
    4357     -2    17    -7     1 1 1
    4358     -2    18    -7     1 1 1
    4359     -2    19    -7     1 1 1
    4360     -2    20    -7     1 1 1
    4361     -2    21    -7     1 1 1
    4362     -2    22    -7     1 1 1
    4363     -2    23    -7     1 1 1
    4364     -2    24    -7     1 1 1
    4365     -2    25    -7     1 1 1
    4366     -2    26    -7     1 1 1
    4367     -2    27    -7     1 1 1
    4368     -1    14    -7     1 1 1
    4369     -1    15    -7     1 1 1
    4370     -1    16    -7     1 1 1
    4371     -1    17    -7     1 1 1
    4372     -1    18    -7     1 1 1
    4373     -1    19    -7     1 1 1
    4374     -1    20    -7     1 1 1
    4375     -1    21    -7     1 1 1
    4376     -1    22    -7     1 1 1
    4377     -1    23    -7     1 1 1
    4378     -1    24    -7     1 1 1
    4379     -1    25    -7     1 1 1
    4380     -1    26    -7     1 1 1
    4381     -1    27    -7     1 1 1
    4382     -1    28    -7     1 1 1
    4383      0    14    -7     1 1 1
    4384      0    15    -7     1 1 1
    4385      0    16    -7     1 1 1
    4386      0    17    -7     1 1 1
    4387      0    18    -7     1 1 1
    4388      0    19    -7     1 1 1
    4389      0    20    -7     1 1 1
    4390      0    21    -7     1 1 1
    4391      0    22    -7     1 1 1
    4392      0    23    -7     1 1 1
    4393      0    24    -7     1 1 1
    4394      0    25    -7     1 1 1
    4395      0    26    -7     1 1 1
    4396      0    27    -7     1 1 1
    4397      0    28    -7     1 1 1
    4398      1    14    -7     1 1 1
    4399      1    15    -7     1 1 1
    4400      1    16    -7     1 1 1
    4401      1    17    -7     1 1 1
    4402      1    18    -7     1 1 1
    4403      1    19    -7     1 1 1
    4404      1    20    -7     1 1 1
    4405      1    21    -7     1 1 1
    4406      1    22    -7     1 1 1
    4407      1    23    -7     1 1 1
    4408      1    24    -7     1 1 1
    4409      1    25    -7     1 1 1
    4410      1    26    -7     1 1 1
    4411      1    27    -7     1 1 1
    4412      1    28    -7     1 1 1
    4413      2    15    -7     1 1 1
    4414      2    16    -7     1 1 1
    4415      2    17    -7     1 1 1
    4416      2    18    -7     1 1 1
    4417      2    19    -7     1 1 1
    4418      2    20    -7     1 1 1
    4419      2    21    -7     1 1 1
    4420      2    22    -7     1 1 1
    4421      2    23    -7     1 1 1
    4422      2    24    -7     1 1 1
    4423      2    25    -7     1 1 1
    4424      2    26    -7     1 1 1
    4425      2    27    -7     1 1 1
    4426      3    15    -7     1 1 1
    4427      3    16    -7     1 1 1
    4428      3    17    -7     1 1 1
    4429      3    18    -7     1 1 1
    4430      3    19    -7     1 1 1
    4431      3    20    -7     1 1 1
    4432      3    21    -7     1 1 1
    4433      3    22    -7     1 1 1
    4434      3    23    -7     1 1 1
    4435      3    24    -7     1 1 1
    4436      3    25    -7     1 1 1
    4437      3    26    -7     1 1 1
    4438      3    27    -7     1 1 1
    4439      4    16    -7     1 1 1
    4440      4    17    -7     1 1 1
    4441      4    18    -7     1 1 1
    4442      4    19    -7     1 1 1
    4443      4    20    -7     1 1 1
    4444      4    21    -7     1 1 1
    4445      4    22    -7     1 1 1
    4446      4    23    -7     1 1 1
    4447      4    24    -7     1 1 1
    4448      4    25    -7     1 1 1
    4449      4    26    -7     1 1 1
    4450      5    16    -7     1 1 1
    4451      5    17    -7     1 1 1
    4452      5    18    -7     1 1 1
    4453      5    19    -7     1 1 1
    4454      5    20    -7     1 1 1
    4455      5    21    -7     1 1 1
    4456      5    22    -7     1 1 1
    4457      5    23    -7     1 1 1
    4458      5    24    -7     1 1 1
    4459      5    25    -7     1 1 1
    4460      5    26    -7     1 1 1
    4461      6    18    -7     1 1 1
    4462      6    19    -7     1 1 1
    4463      6    20    -7     1 1 1
    4464      6    21    -7     1 1 1
    4465      6    22    -7     1 1 1
    4466      6    23    -7     1 1 1
    4467      6    24    -7     1 1 1
    4468      7    20    -7     1 1 1
    4469      7    21    -7     1 1 1
    4470      7    22    -7     1 1 1
    4471     -7    18    -6     1 1 1
    4472     -7    19    -6     1 1 1
    4473     -7    20    -6     1 1 1
    4474     -7    21    -6     1 1 1
    4475     -7    22    -6     1 1 1
    4476     -7    23    -6     1 1 1
    4477     -7    24    -6     1 1 1
    4478     -6    16    -6     1 1 1
    4479     -6    17    -6     1 1 1
    4480     -6    18    -6     1 1 1
    4481     -6    19    -6     1 1 1
    4482     -6    20    -6     1 1 1
    4483     -6    21    -6     1 1 1
    4484     -6    22    -6     1 1 1
    4485     -6    23    -6     1 1 1
    4486     -6    24    -6     1 1 1
    4487     -6    25    -6     1 1 1
    4488     -6    26    -6     1 1 1
    4489     -5    15    -6     1 1 1
    4490     -5    16    -6     1 1 1
    4491     -5    17    -6     1 1 1
    4492     -5    18    -6     1 1 1
    4493     -5    19    -6     1 1 1
    4494     -5    20    -6     1 1 1
    4495     -5    21    -6     1 1 1
    4496     -5    22    -6     1 1 1
    4497     -5    23    -6     1 1 1
    4498     -5    24    -6     1 1 1
    4499     -5    25    -6     1 1 1
    4500     -5    26    -6     1 1 1
    4501     -5    27    -6     1 1 1
    4502     -4    15    -6     1 1 1
    4503     -4    16    -6     1 1 1
    4504     -4    17    -6     1 1 1
    4505     -4    18    -6     1 1 1
    4506     -4    19    -6     1 1 1
    4507     -4    20    -6     1 1 1
    4508     -4    21    -6     1 1 1
    4509     -4    22    -6     1 1 1
    4510     -4    23    -6     1 1 1
    4511     -4    24    -6     1 1 1
    4512     -4    25    -6     1 1 1
    4513     -4    26    -6     1 1 1
    4514     -4    27    -6     1 1 1
    4515     -3    14    -6     1 1 1
    4516     -3    15    -6     1 1 1
    4517     -3    16    -6     1 1 1
    4518     -3    17    -6     1 1 1
    4519     -3    18    -6     1 1 1
    4520     -3    19    -6     1 1 1
    4521     -3    20    -6     1 1 1
    4522     -3    21    -6     1 1 1
    4523     -3    22    -6     1 1 1
    4524     -3    23    -6     1 1 1
    4525     -3    24    -6     1 1 1
    4526     -3    25    -6     1 1 1
    4527     -3    26    -6     1 1 1
    4528     -3    27    -6     1 1 1
    4529     -3    28    -6     1 1 1
    4530     -2    14    -6     1 1 1
    4531     -2    15    -6     1 1 1
    4532     -2    16    -6     1 1 1
    4533     -2    17    -6     1 1 1
    4534     -2    18    -6     1 1 1
    4535     -2    19    -6     1 1 1
    4536     -2    20    -6     1 1 1
    4537     -2    21    -6     1 1 1
    4538     -2    22    -6     1 1 1
    4539     -2    23    -6     1 1 1
    4540     -2    24    -6     1 1 1
    4541     -2    25    -6     1 1 1
    4542     -2    26    -6     1 1 1
    4543     -2    27    -6     1 1 1
    4544     -2    28    -6     1 1 1
    4545     -1    14    -6     1 1 1
    4546     -1    15    -6     1 1 1
    4547     -1    16    -6     1 1 1
    4548     -1    17    -6     1 1 1
    4549     -1    18    -6     1 1 1
    4550     -1    19    -6     1 1 1
    4551     -1    20    -6     1 1 1
    4552     -1    21    -6     1 1 1
    4553     -1    22    -6     1 1 1
    4554     -1    23    -6     1 1 1
    4555     -1    24    -6     1 1 1
    4556     -1    25    -6     1 1 1
    4557     -1    26    -6     1 1 1
    4558     -1    27    -6     1 1 1
    4559     -1    28    -6     1 1 1
    4560      0    14    -6     1 1 1
    4561      0    15    -6     1 1 1
    4562      0    16    -6     1 1 1
    4563      0    17    -6     1 1 1
    4564      0    18    -6     1 1 1
    4565      0    19    -6     1 1 1
    4566      0    20    -6     1 1 1
    4567      0    21    -6     1 1 1
    4568      0    22    -6     1 1 1
    4569      0    23    -6     1 1 1
    4570      0    24    -6     1 1 1
    4571      0    25    -6     1 1 1
    4572      0    26    -6     1 1 1
    4573      0    27    -6     1 1 1
    4574      0    28    -6     1 1 1
    4575      1    14    -6     1 1 1
    4576      1    15    -6     1 1 1
    4577      1    16    -6     1 1 1
    4578      1    17    -6     1 1 1
    4579      1    18    -6     1 1 1
    4580      1    19    -6     1 1 1
    4581      1    20    -6     1 1 1
    4582      1    21    -6     1 1 1
    4583      1    22    -6     1 1 1
    4584      1    23    -6     1 1 1
    4585      1    24    -6     1 1 1
    4586      1    25    -6     1 1 1
    4587      1    26    -6     1 1 1
    4588      1    27    -6     1 1 1
    4589      1    28    -6     1 1 1
    4590      2    14    -6     1 1 1
    4591      2    15    -6     1 1 1
    4592      2    16    -6     1 1 1
    4593      2    17    -6     1 1 1
    4594      2    18    -6     1 1 1
    4595      2    19    -6     1 1 1
    4596      2    20    -6     1 1 1
    4597      2    21    -6     1 1 1
    4598      2    22    -6     1 1 1
    4599      2    23    -6     1 1 1
    4600      2    24    -6     1 1 1
    4601      2    25    -6     1 1 1
    4602      2    26    -6     1 1 1
    4603      2    27    -6     1 1 1
    4604      2    28    -6     1 1 1
    4605      3    14    -6     1 1 1
    4606      3    15    -6     1 1 1
    4607      3    16    -6     1 1 1
    4608      3    17    -6     1 1 1
    4609      3    18    -6     1 1 1
    4610      3    19    -6     1 1 1
    4611      3    20    -6     1 1 1
    4612      3    21    -6     1 1 1
    4613      3    22    -6     1 1 1
    4614      3    23    -6     1 1 1
    4615      3    24    -6     1 1 1
    4616      3    25    -6     1 1 1
    4617      3    26    -6     1 1 1
    4618      3    27    -6     1 1 1
    4619      3    28    -6     1 1 1
    4620      4    15    -6     1 1 1
    4621      4    16    -6     1 1 1
    4622      4    17    -6     1 1 1
    4623      4    18    -6     1 1 1
    4624      4    19    -6     1 1 1
    4625      4    20    -6     1 1 1
    4626      4    21    -6     1 1 1
    4627      4    22    -6     1 1 1
    4628      4    23    -6     1 1 1
    4629      4    24    -6     1 1 1
    4630      4    25    -6     1 1 1
    4631      4    26    -6     1 1 1
    4632      4    27    -6     1 1 1
    4633      5    15    -6     1 1 1
    4634      5    16    -6     1 1 1
    4635      5    17    -6     1 1 1
    4636      5    18    -6     1 1 1
    4637      5    19    -6     1 1 1
    4638      5    20    -6     1 1 1
    4639      5    21    -6     1 1 1
    4640      5    22    -6     1 1 1
    4641      5    23    -6     1 1 1
    4642      5    24    -6     1 1 1
    4643      5    25    -6     1 1 1
    4644      5    26    -6     1 1 1
    4645      5    27    -6     1 1 1
    4646      6    16    -6     1 1 1
    4647      6    17    -6     1 1 1
    4648      6    18    -6     1 1 1
    4649      6    19    -6     1 1 1
    4650      6    20    -6     1 1 1
    4651      6    21    -6     1 1 1
    4652      6    22    -6     1 1 1
    4653      6    23    -6     1 1 1
    4654      6    24    -6     1 1 1
    4655      6    25    -6     1 1 1
    4656      6    26    -6     1 1 1
    4657      7    18    -6     1 1 1
    4658      7    19    -6     1 1 1
    4659      7    20    -6     1 1 1
    4660      7    21    -6     1 1 1
    4661      7    22    -6     1 1 1
    4662      7    23    -6     1 1 1
    4663      7    24    -6     1 1 1
    4664     -8    18    -5     1 1 1
    4665     -8    19    -5     1 1 1
    4666     -8    20    -5     1 1 1
    4667     -8    21    -5     1 1 1
    4668     -8    22    -5     1 1 1
    4669     -8    23    -5     1 1 1
    4670     -8    24    -5     1 1 1
    4671     -7    16    -5     1 1 1
    4672     -7    17    -5     1 1 1
    4673     -7    18    -5     1 1 1
    4674     -7    19    -5     1 1 1
    4675     -7    20    -5     1 1 1
    4676     -7    21    -5     1 1 1
    4677     -7    22    -5     1 1 1
    4678     -7    23    -5     1 1 1
    4679     -7    24    -5     1 1 1
    4680     -7    25    -5     1 1 1
    4681     -7    26    -5     1 1 1
    4682     -6    15    -5     1 1 1
    4683     -6    16    -5     1 1 1
    4684     -6    17    -5     1 1 1
    4685     -6    18    -5     1 1 1
    4686     -6    19    -5     1 1 1
    4687     -6    20    -5     1 1 1
    4688     -6    21    -5     1 1 1
    4689     -6    22    -5     1 1 1
    4690     -6    23    -5     1 1 1
    4691     -6    24    -5     1 1 1
    4692     -6    25    -5     1 1 1
    4693     -6    26    -5     1 1 1
    4694     -6    27    -5     1 1 1
    4695     -5    14    -5     1 1 1
    4696     -5    15    -5     1 1 1
    4697     -5    16    -5     1 1 1
    4698     -5    17    -5     1 1 1
    4699     -5    18    -5     1 1 1
    4700     -5    19    -5     1 1 1
    4701     -5    20    -5     1 1 1
    4702     -5    21    -5     1 1 1
    4703     -5    22    -5     1 1 1
    4704     -5    23    -5     1 1 1
    4705     -5    24    -5     1 1 1
    4706     -5    25    -5     1 1 1
    4707     -5    26    -5     1 1 1
    4708     -5    27    -5     1 1 1
    4709     -5    28    -5     1 1 1
    4710     -4    14    -5     1 1 1
    4711     -4    15    -5     1 1 1
    4712     -4    16    -5     1 1 1
    4713     -4    17    -5     1 1 1
    4714     -4    18    -5     1 1 1
    4715     -4    19    -5     1 1 1
    4716     -4    20    -5     1 1 1
    4717     -4    21    -5     1 1 1
    4718     -4    22    -5     1 1 1
    4719     -4    23    -5     1 1 1
    4720     -4    24    -5     1 1 1
    4721     -4    25    -5     1 1 1
    4722     -4    26    -5     1 1 1
    4723     -4    27    -5     1 1 1
    4724     -4    28    -5     1 1 1
    4725     -3    13    -5     1 1 1
    4726     -3    14    -5     1 1 1
    4727     -3    15    -5     1 1 1
    4728     -3    16    -5     1 1 1
    4729     -3    17    -5     1 1 1
    4730     -3    18    -5     1 1 1
    4731     -3    19    -5     1 1 1
    4732     -3    20    -5     1 1 1
    4733     -3    21    -5     1 1 1
    4734     -3    22    -5     1 1 1
    4735     -3    23    -5     1 1 1
    4736     -3    24    -5     1 1 1
    4737     -3    25    -5     1 1 1
    4738     -3    26    -5     1 1 1
    4739     -3    27    -5     1 1 1
    4740     -3    28    -5     1 1 1
    4741     -3    29    -5     1 1 1
    4742     -2    13    -5     1 1 1
    4743     -2    14    -5     1 1 1
    4744     -2    15    -5     1 1 1
    4745     -2    16    -5     1 1 1
    4746     -2    17    -5     1 1 1
    4747     -2    18    -5     1 1 1
    4748     -2    19    -5     1 1 1
    4749     -2    20    -5     1 1 1
    4750     -2    21    -5     1 1 1
    4751     -2    22    -5     1 1 1
    4752     -2    23    -5     1 1 1
    4753     -2    24    -5     1 1 1
    4754     -2    25    -5     1 1 1
    4755     -2    26    -5     1 1 1
    4756     -2    27    -5     1 1 1
    4757     -2    28    -5     1 1 1
    4758     -2    29    -5     1 1 1
    4759     -1    13    -5     1 1 1
    4760     -1    14    -5     1 1 1
    4761     -1    15    -5     1 1 1
    4762     -1    16    -5     1 1 1
    4763     -1    17    -5     1 1 1
    4764     -1    18    -5     1 1 1
    4765     -1    19    -5     1 1 1
    4766     -1    20    -5     1 1 1
    4767     -1    21    -5     1 1 1
    4768     -1    22    -5     1 1 1
    4769     -1    23    -5     1 1 1
    4770     -1    24    -5     1 1 1
    4771     -1    25    -5     1 1 1
    4772     -1    26    -5     1 1 1
    4773     -1    27    -5     1 1 1
    4774     -1    28    -5     1 1 1
    4775     -1    29    -5     1 1 1
    4776      0    13    -5     1 1 1
    4777      0    14    -5     1 1 1
    4778      0    15    -5     1 1 1
    4779      0    16    -5     1 1 1
    4780      0    17    -5     1 1 1
    4781      0    18    -5     1 1 1
    4782      0    19    -5     1 1 1
    4783      0    20    -5     1 1 1
    4784      0    21    -5     1 1 1
    4785      0    22    -5     1 1 1
    4786      0    23    -5     1 1 1
    4787      0    24    -5     1 1 1
    4788      0    25    -5     1 1 1
    4789      0    26    -5     1 1 1
    4790      0    27    -5     1 1 1
    4791      0    28    -5     1 1 1
    4792      0    29    -5     1 1 1
    4793      1    13    -5     1 1 1
    4794      1    14    -5     1 1 1
    4795      1    15    -5     1 1 1
    4796      1    16    -5     1 1 1
    4797      1    17    -5     1 1 1
    4798      1    18    -5     1 1 1
    4799      1    19    -5     1 1 1
    4800      1    20    -5     1 1 1
    4801      1    21    -5     1 1 1
    4802      1    22    -5     1 1 1
    4803      1    23    -5     1 1 1
    4804      1    24    -5     1 1 1
    4805      1    25    -5     1 1 1
    4806      1    26    -5     1 1 1
    4807      1    27    -5     1 1 1
    4808      1    28    -5     1 1 1
    4809      1    29    -5     1 1 1
    4810      2    13    -5     1 1 1
    4811      2    14    -5     1 1 1
    4812      2    15    -5     1 1 1
    4813      2    16    -5     1 1 1
    4814      2    17    -5     1 1 1
    4815      2    18    -5     1 1 1
    4816      2    19    -5     1 1 1
    4817      2    20    -5     1 1 1
    4818      2    21    -5     1 1 1
    4819      2    22    -5     1 1 1
    4820      2    23    -5     1 1 1
    4821      2    24    -5     1 1 1
    4822      2    25    -5     1 1 1
    4823      2    26    -5     1 1 1
    4824      2    27    -5     1 1 1
    4825      2    28    -5     1 1 1
    4826      2    29    -5     1 1 1
    4827      3    13    -5     1 1 1
    4828      3    14    -5     1 1 1
    4829      3    15    -5     1 1 1
    4830      3    16    -5     1 1 1
    4831      3    17    -5     1 1 1
    4832      3    18    -5     1 1 1
    4833      3    19    -5     1 1 1
    4834      3    20    -5     1 1 1
    4835      3    21    -5     1 1 1
    4836      3    22    -5     1 1 1
    4837      3    23    -5     1 1 1
    4838      3    24    -5     1 1 1
    4839      3    25    -5     1 1 1
    4840      3    26    -5     1 1 1
    4841      3    27    -5     1 1 1
    4842      3    28    -5     1 1 1
    4843      3    29    -5     1 1 1
    4844      4    14    -5     1 1 1
    4845      4    15    -5     1 1 1
    4846      4    16    -5     1 1 1
    4847      4    17    -5     1 1 1
    4848      4    18    -5     1 1 1
    4849      4    19    -5     1 1 1
    4850      4    20    -5     1 1 1
    4851      4    21    -5     1 1 1
    4852      4    22    -5     1 1 1
    4853      4    23    -5     1 1 1
    4854      4    24    -5     1 1 1
    4855      4    25    -5     1 1 1
    4856      4    26    -5     1 1 1
    4857      4    27    -5     1 1 1
    4858      4    28    -5     1 1 1
    4859      5    14    -5     1 1 1
    4860      5    15    -5     1 1 1
    4861      5    16    -5     1 1 1
    4862      5    17    -5     1 1 1
    4863      5    18    -5     1 1 1
    4864      5    19    -5     1 1 1
    4865      5    20    -5     1 1 1
    4866      5    21    -5     1 1 1
    4867      5    22    -5     1 1 1
    4868      5    23    -5     1 1 1
    4869      5    24    -5     1 1 1
    4870      5    25    -5     1 1 1
    4871      5    26    -5     1 1 1
    4872      5    27    -5     1 1 1
    4873      5    28    -5     1 1 1
    4874      6    15    -5     1 1 1
    4875      6    16    -5     1 1 1
    4876      6    17    -5     1 1 1
    4877      6    18    -5     1 1 1
    4878      6    19    -5     1 1 1
    4879      6    20    -5     1 1 1
    4880      6    21    -5     1 1 1
    4881      6    22    -5     1 1 1
    4882      6    23    -5     1 1 1
    4883      6    24    -5     1 1 1
    4884      6    25    -5     1 1 1
    4885      6    26    -5     1 1 1
    4886      6    27    -5     1 1 1
    4887      7    16    -5     1 1 1
    4888      7    17    -5     1 1 1
    4889      7    18    -5     1 1 1
    4890      7    19    -5     1 1 1
    4891      7    20    -5     1 1 1
    4892      7    21    -5     1 1 1
    4893      7    22    -5     1 1 1
    4894      7    23    -5     1 1 1
    4895      7    24    -5     1 1 1
    4896      7    25    -5     1 1 1
    4897      7    26    -5     1 1 1
    4898      8    18    -5     1 1 1
    4899      8    19    -5     1 1 1
    4900      8    20    -5     1 1 1
    4901      8    21    -5     1 1 1
    4902      8    22    -5     1 1 1
    4903      8    23    -5     1 1 1
    4904      8    24    -5     1 1 1
    4905     -9    20    -4     1 1 1
    4906     -9    21    -4     1 1 1
    4907     -9    22    -4     1 1 1
    4908     -8    17    -4     1 1 1
    4909     -8    18    -4     1 1 1
    4910     -8    19    -4     1 1 1
    4911     -8    20    -4     1 1 1
    4912     -8    21    -4     1 1 1
    4913     -8    22    -4     1 1 1
    4914     -8    23    -4     1 1 1
    4915     -8    24    -4     1 1 1
    4916     -8    25    -4     1 1 1
    4917     -7    16    -4     1 1 1
    4918     -7    17    -4     1 1 1
    4919     -7    18    -4     1 1 1
    4920     -7    19    -4     1 1 1
    4921     -7    20    -4     1 1 1
    4922     -7    21    -4     1 1 1
    4923     -7    22    -4     1 1 1
    4924     -7    23    -4     1 1 1
    4925     -7    24    -4     1 1 1
    4926     -7    25    -4     1 1 1
    4927     -7    26    -4     1 1 1
    4928     -6    15    -4     1 1 1
    4929     -6    16    -4     1 1 1
    4930     -6    17    -4     1 1 1
    4931     -6    18    -4     1 1 1
    4932     -6    19    -4     1 1 1
    4933     -6    20    -4     1 1 1
    4934     -6    21    -4     1 1 1
    4935     -6    22    -4     1 1 1
    4936     -6    23    -4     1 1 1
    4937     -6    24    -4     1 1 1
    4938     -6    25    -4     1 1 1
    4939     -6    26    -4     1 1 1
    4940     -6    27    -4     1 1 1
    4941     -5    14    -4     1 1 1
    4942     -5    15    -4     1 1 1
    4943     -5    16    -4     1 1 1
    4944     -5    17    -4     1 1 1
    4945     -5    18    -4     1 1 1
    4946     -5    19    -4     1 1 1
    4947     -5    20    -4     1 1 1
    4948     -5    21    -4     1 1 1
    4949     -5    22    -4     1 1 1
    4950     -5    23    -4     1 1 1
    4951     -5    24    -4     1 1 1
    4952     -5    25    -4     1 1 1
    4953     -5    26    -4     1 1 1
    4954     -5    27    -4     1 1 1
    4955     -5    28    -4     1 1 1
    4956     -4    13    -4     1 1 1
    4957     -4    14    -4     1 1 1
    4958     -4    15    -4     1 1 1
    4959     -4    16    -4     1 1 1
    4960     -4    17    -4     1 1 1
    4961     -4    18    -4     1 1 1
    4962     -4    19    -4     1 1 1
    4963     -4    20    -4     1 1 1
    4964     -4    21    -4     1 1 1
    4965     -4    22    -4     1 1 1
    4966     -4    23    -4     1 1 1
    4967     -4    24    -4     1 1 1
    4968     -4    25    -4     1 1 1
    4969     -4    26    -4     1 1 1
    4970     -4    27    -4     1 1 1
    4971     -4    28    -4     1 1 1
    4972     -4    29    -4     1 1 1
    4973     -3    13    -4     1 1 1
    4974     -3    14    -4     1 1 1
    4975     -3    15    -4     1 1 1
    4976     -3    16    -4     1 1 1
    4977     -3    17    -4     1 1 1
    4978     -3    18    -4     1 1 1
    4979     -3    19    -4     1 1 1
    4980     -3    20    -4     1 1 1
    4981     -3    21    -4     1 1 1
    4982     -3    22    -4     1 1 1
    4983     -3    23    -4     1 1 1
    4984     -3    24    -4     1 1 1
    4985     -3    25    -4     1 1 1
    4986     -3    26    -4     1 1 1
    4987     -3    27    -4     1 1 1
    4988     -3    28    -4     1 1 1
    4989     -3    29    -4     1 1 1
    4990     -2    13    -4     1 1 1
    4991     -2    14    -4     1 1 1
    4992     -2    15    -4     1 1 1
    4993     -2    16    -4     1 1 1
    4994     -2    17    -4     1 1 1
    4995     -2    18    -4     1 1 1
    4996     -2    19    -4     1 1 1
    4997     -2    20    -4     1 1 1
    4998     -2    21    -4     1 1 1
    4999     -2    22    -4     1 1 1
    5000     -2    23    -4     1 1 1
    5001     -2    24    -4     1 1 1
    5002     -2    25    -4     1 1 1
    5003     -2    26    -4     1 1 1
    5004     -2    27    -4     1 1 1
    5005     -2    28    -4     1 1 1
    5006     -2    29    -4     1 1 1
    5007     -1    12    -4     1 1 1
    5008     -1    13    -4     1 1 1
    5009     -1    14    -4     1 1 1
    5010     -1    15    -4     1 1 1
    5011     -1    16    -4     1 1 1
    5012     -1    17    -4     1 1 1
    5013     -1    18    -4     1 1 1
    5014     -1    19    -4     1 1 1
