 >PIPOBJ: point-in-polyhedron; NX,NY,NZ= 20 41 20 
     8278        1 = NAT, NIN
 1.000000 0.000000 0.000000 = A_1 vector
 0.000000 1.000000 0.000000 = A_2 vector
 1.000000 1.000000 1.000000 = lattice spacings(d_x,d_y,d_z)/d
 0.0 0.0 0.0 = lattice offset x0(1-3) =(x_TF,y_TF,z_TF)/d for dipole 0 0 0
       JA    IX    IY    IZ  ICOMP(x,y,z)
    7033     -4    23     3     1 1 1
    7034     -4    24     3     1 1 1
    7035     -4    25     3     1 1 1
    7036     -4    26     3     1 1 1
    7037     -4    27     3     1 1 1
    7038     -4    28     3     1 1 1
    7039     -4    29     3     1 1 1
    7040     -3    12     3     1 1 1
    7041     -3    13     3     1 1 1
    7042     -3    14     3     1 1 1
    7043     -3    15     3     1 1 1
    7044     -3    16     3     1 1 1
    7045     -3    17     3     1 1 1
    7046     -3    18     3     1 1 1
    7047     -3    19     3     1 1 1
    7048     -3    20     3     1 1 1
    7049     -3    21     3     1 1 1
    7050     -3    22     3     1 1 1
    7051     -3    23     3     1 1 1
    7052     -3    24     3     1 1 1
    7053     -3    25     3     1 1 1
    7054     -3    26     3     1 1 1
    7055     -3    27     3     1 1 1
    7056     -3    28     3     1 1 1
    7057     -3    29     3     1 1 1
    7058     -3    30     3     1 1 1
    7059     -2    12     3     1 1 1
    7060     -2    13     3     1 1 1
    7061     -2    14     3     1 1 1
    7062     -2    15     3     1 1 1
    7063     -2    16     3     1 1 1
    7064     -2    17     3     1 1 1
    7065     -2    18     3     1 1 1
    7066     -2    19     3     1 1 1
    7067     -2    20     3     1 1 1
    7068     -2    21     3     1 1 1
    7069     -2    22     3     1 1 1
    7070     -2    23     3     1 1 1
    7071     -2    24     3     1 1 1
    7072     -2    25     3     1 1 1
    7073     -2    26     3     1 1 1
    7074     -2    27     3     1 1 1
    7075     -2    28     3     1 1 1
    7076     -2    29     3     1 1 1
    7077     -2    30     3     1 1 1
    7078     -1    12     3     1 1 1
    7079     -1    13     3     1 1 1
    7080     -1    14     3     1 1 1
    7081     -1    15     3     1 1 1
    7082     -1    16     3     1 1 1
    7083     -1    17     3     1 1 1
    7084     -1    18     3     1 1 1
    7085     -1    19     3     1 1 1
    7086     -1    20     3     1 1 1
    7087     -1    21     3     1 1 1
    7088     -1    22     3     1 1 1
    7089     -1    23     3     1 1 1
    7090     -1    24     3     1 1 1
    7091     -1    25     3     1 1 1
    7092     -1    26     3     1 1 1
    7093     -1    27     3     1 1 1
    7094     -1    28     3     1 1 1
    7095     -1    29     3     1 1 1
    7096     -1    30     3     1 1 1
    7097      0    12     3     1 1 1
    7098      0    13     3     1 1 1
    7099      0    14     3     1 1 1
    7100      0    15     3     1 1 1
    7101      0    16     3     1 1 1
    7102      0    17     3     1 1 1
    7103      0    18     3     1 1 1
    7104      0    19     3     1 1 1
    7105      0    20     3     1 1 1
    7106      0    21     3     1 1 1
    7107      0    22     3     1 1 1
    7108      0    23     3     1 1 1
    7109      0    24     3     1 1 1
    7110      0    25     3     1 1 1
    7111      0    26     3     1 1 1
    7112      0    27     3     1 1 1
    7113      0    28     3     1 1 1
    7114      0    29     3     1 1 1
    7115      0    30     3     1 1 1
    7116      1    12     3     1 1 1
    7117      1    13     3     1 1 1
    7118      1    14     3     1 1 1
    7119      1    15     3     1 1 1
    7120      1    16     3     1 1 1
    7121      1    17     3     1 1 1
    7122      1    18     3     1 1 1
    7123      1    19     3     1 1 1
    7124      1    20     3     1 1 1
    7125      1    21     3     1 1 1
    7126      1    22     3     1 1 1
    7127      1    23     3     1 1 1
    7128      1    24     3     1 1 1
    7129      1    25     3     1 1 1
    7130      1    26     3     1 1 1
    7131      1    27     3     1 1 1
    7132      1    28     3     1 1 1
    7133      1    29     3     1 1 1
    7134      1    30     3     1 1 1
    7135      2    12     3     1 1 1
    7136      2    13     3     1 1 1
    7137      2    14     3     1 1 1
    7138      2    15     3     1 1 1
    7139      2    16     3     1 1 1
    7140      2    17     3     1 1 1
    7141      2    18     3     1 1 1
    7142      2    19     3     1 1 1
    7143      2    20     3     1 1 1
    7144      2    21     3     1 1 1
    7145      2    22     3     1 1 1
    7146      2    23     3     1 1 1
    7147      2    24     3     1 1 1
    7148      2    25     3     1 1 1
    7149      2    26     3     1 1 1
    7150      2    27     3     1 1 1
    7151      2    28     3     1 1 1
    7152      2    29     3     1 1 1
    7153      2    30     3     1 1 1
    7154      3    12     3     1 1 1
    7155      3    13     3     1 1 1
    7156      3    14     3     1 1 1
    7157      3    15     3     1 1 1
    7158      3    16     3     1 1 1
    7159      3    17     3     1 1 1
    7160      3    18     3     1 1 1
    7161      3    19     3     1 1 1
    7162      3    20     3     1 1 1
    7163      3    21     3     1 1 1
    7164      3    22     3     1 1 1
    7165      3    23     3     1 1 1
    7166      3    24     3     1 1 1
    7167      3    25     3     1 1 1
    7168      3    26     3     1 1 1
    7169      3    27     3     1 1 1
    7170      3    28     3     1 1 1
    7171      3    29     3     1 1 1
    7172      3    30     3     1 1 1
    7173      4    13     3     1 1 1
    7174      4    14     3     1 1 1
    7175      4    15     3     1 1 1
    7176      4    16     3     1 1 1
    7177      4    17     3     1 1 1
    7178      4    18     3     1 1 1
    7179      4    19     3     1 1 1
    7180      4    20     3     1 1 1
    7181      4    21     3     1 1 1
    7182      4    22     3     1 1 1
    7183      4    23     3     1 1 1
    7184      4    24     3     1 1 1
    7185      4    25     3     1 1 1
    7186      4    26     3     1 1 1
    7187      4    27     3     1 1 1
    7188      4    28     3     1 1 1
    7189      4    29     3     1 1 1
    7190      5    13     3     1 1 1
    7191      5    14     3     1 1 1
    7192      5    15     3     1 1 1
    7193      5    16     3     1 1 1
    7194      5    17     3     1 1 1
    7195      5    18     3     1 1 1
    7196      5    19     3     1 1 1
    7197      5    20     3     1 1 1
    7198      5    21     3     1 1 1
    7199      5    22     3     1 1 1
    7200      5    23     3     1 1 1
    7201      5    24     3     1 1 1
    7202      5    25     3     1 1 1
    7203      5    26     3     1 1 1
    7204      5    27     3     1 1 1
    7205      5    28     3     1 1 1
    7206      5    29     3     1 1 1
    7207      6    14     3     1 1 1
    7208      6    15     3     1 1 1
    7209      6    16     3     1 1 1
    7210      6    17     3     1 1 1
    7211      6    18     3     1 1 1
    7212      6    19     3     1 1 1
    7213      6    20     3     1 1 1
    7214      6    21     3     1 1 1
    7215      6    22     3     1 1 1
    7216      6    23     3     1 1 1
    7217      6    24     3     1 1 1
    7218      6    25     3     1 1 1
    7219      6    26     3     1 1 1
    7220      6    27     3     1 1 1
    7221      6    28     3     1 1 1
    7222      7    15     3     1 1 1
    7223      7    16     3     1 1 1
    7224      7    17     3     1 1 1
    7225      7    18     3     1 1 1
    7226      7    19     3     1 1 1
    7227      7    20     3     1 1 1
    7228      7    21     3     1 1 1
    7229      7    22     3     1 1 1
    7230      7    23     3     1 1 1
    7231      7    24     3     1 1 1
    7232      7    25     3     1 1 1
    7233      7    26     3     1 1 1
    7234      7    27     3     1 1 1
    7235      8    16     3     1 1 1
    7236      8    17     3     1 1 1
    7237      8    18     3     1 1 1
    7238      8    19     3     1 1 1
    7239      8    20     3     1 1 1
    7240      8    21     3     1 1 1
    7241      8    22     3     1 1 1
    7242      8    23     3     1 1 1
    7243      8    24     3     1 1 1
    7244      8    25     3     1 1 1
    7245      8    26     3     1 1 1
    7246      9    18     3     1 1 1
    7247      9    19     3     1 1 1
    7248      9    20     3     1 1 1
    7249      9    21     3     1 1 1
    7250      9    22     3     1 1 1
    7251      9    23     3     1 1 1
    7252      9    24     3     1 1 1
    7253     -9    20     4     1 1 1
    7254     -9    21     4     1 1 1
    7255     -9    22     4     1 1 1
    7256     -8    17     4     1 1 1
    7257     -8    18     4     1 1 1
    7258     -8    19     4     1 1 1
    7259     -8    20     4     1 1 1
    7260     -8    21     4     1 1 1
    7261     -8    22     4     1 1 1
    7262     -8    23     4     1 1 1
    7263     -8    24     4     1 1 1
    7264     -8    25     4     1 1 1
    7265     -7    16     4     1 1 1
    7266     -7    17     4     1 1 1
    7267     -7    18     4     1 1 1
    7268     -7    19     4     1 1 1
    7269     -7    20     4     1 1 1
    7270     -7    21     4     1 1 1
    7271     -7    22     4     1 1 1
    7272     -7    23     4     1 1 1
    7273     -7    24     4     1 1 1
    7274     -7    25     4     1 1 1
    7275     -7    26     4     1 1 1
    7276     -6    15     4     1 1 1
    7277     -6    16     4     1 1 1
    7278     -6    17     4     1 1 1
    7279     -6    18     4     1 1 1
    7280     -6    19     4     1 1 1
    7281     -6    20     4     1 1 1
    7282     -6    21     4     1 1 1
    7283     -6    22     4     1 1 1
    7284     -6    23     4     1 1 1
    7285     -6    24     4     1 1 1
    7286     -6    25     4     1 1 1
    7287     -6    26     4     1 1 1
    7288     -6    27     4     1 1 1
    7289     -5    14     4     1 1 1
    7290     -5    15     4     1 1 1
    7291     -5    16     4     1 1 1
    7292     -5    17     4     1 1 1
    7293     -5    18     4     1 1 1
    7294     -5    19     4     1 1 1
    7295     -5    20     4     1 1 1
    7296     -5    21     4     1 1 1
    7297     -5    22     4     1 1 1
    7298     -5    23     4     1 1 1
    7299     -5    24     4     1 1 1
    7300     -5    25     4     1 1 1
    7301     -5    26     4     1 1 1
    7302     -5    27     4     1 1 1
    7303     -5    28     4     1 1 1
    7304     -4    13     4     1 1 1
    7305     -4    14     4     1 1 1
    7306     -4    15     4     1 1 1
    7307     -4    16     4     1 1 1
    7308     -4    17     4     1 1 1
    7309     -4    18     4     1 1 1
    7310     -4    19     4     1 1 1
    7311     -4    20     4     1 1 1
    7312     -4    21     4     1 1 1
    7313     -4    22     4     1 1 1
    7314     -4    23     4     1 1 1
    7315     -4    24     4     1 1 1
    7316     -4    25     4     1 1 1
    7317     -4    26     4     1 1 1
    7318     -4    27     4     1 1 1
    7319     -4    28     4     1 1 1
    7320     -4    29     4     1 1 1
    7321     -3    13     4     1 1 1
    7322     -3    14     4     1 1 1
    7323     -3    15     4     1 1 1
    7324     -3    16     4     1 1 1
    7325     -3    17     4     1 1 1
    7326     -3    18     4     1 1 1
    7327     -3    19     4     1 1 1
    7328     -3    20     4     1 1 1
    7329     -3    21     4     1 1 1
    7330     -3    22     4     1 1 1
    7331     -3    23     4     1 1 1
    7332     -3    24     4     1 1 1
    7333     -3    25     4     1 1 1
    7334     -3    26     4     1 1 1
    7335     -3    27     4     1 1 1
    7336     -3    28     4     1 1 1
    7337     -3    29     4     1 1 1
    7338     -2    13     4     1 1 1
    7339     -2    14     4     1 1 1
    7340     -2    15     4     1 1 1
    7341     -2    16     4     1 1 1
    7342     -2    17     4     1 1 1
    7343     -2    18     4     1 1 1
    7344     -2    19     4     1 1 1
    7345     -2    20     4     1 1 1
    7346     -2    21     4     1 1 1
    7347     -2    22     4     1 1 1
    7348     -2    23     4     1 1 1
